accountId,champId,avg_cs,avg_kda,avg_kill,avg_death,avg_assist,winratio,play_num
5482776,110,8.7,3.1,5.6,4.3,7.8,50,26
5482776,96,9,4.23,5.8,2.8,6,71,14
5482776,145,8.7,4.61,7.2,3,6.7,67,12
2866544,136,7.7,3.85,6.4,3.7,7.9,64,259
210078073,30,7.6,2.11,6.5,6.5,7.2,57,511
210078073,26,6,1.82,2,5.9,8.8,50,22
210078073,81,6.3,1.91,3.7,6.4,8.6,61,18
210078073,3,8.1,2.53,5.4,5.1,7.4,38,16
210078073,16,0.5,1.77,1,5.3,8.4,30,10
210078073,111,2.7,2.54,2.1,4,8,71,7
210078073,134,7.2,1.5,3.8,5.6,4.6,20,5
210412595,81,9.2,3.94,7.1,3.6,7.1,67,60
210412595,145,9.2,5.14,9.4,2.9,5.5,78,55
210412595,498,9.4,4.44,8.3,3.6,7.6,69,45
210412595,51,9.2,4.42,7.2,3.1,6.5,58,38
210412595,202,8.9,4.62,7.9,3.2,7,58,24
210412595,110,9.3,4.86,7.3,3.1,7.8,75,12
210412595,96,9.1,3.59,7.7,3.9,6.3,60,10
201481153,145,8.6,2.76,7,4.2,4.6,61,54
201481153,81,8.5,2.59,5.7,4.5,6,56,39
201481153,498,9,2.92,5,3.7,5.9,65,26
201481153,67,8.3,1.61,3.8,4.3,3.1,30,23
201481153,202,8.6,3.77,5.8,3.8,8.4,67,21
201481153,51,8.7,3.09,5.9,3.5,4.9,75,16
201481153,96,9,1.97,5.7,4.8,3.7,64,14
210168129,12,1.5,3.91,2,3.6,12,57,42
210168129,497,0.6,5.91,2.6,2.7,13.5,72,36
210168129,223,2.3,4.68,2.2,2.8,10.9,61,36
210168129,201,2.5,4.83,1.3,2.9,12.8,71,24
210168129,98,2.3,4.94,2.7,2.9,11.5,63,24
210168129,44,2.6,4.26,1.2,3.2,12.5,58,19
210168129,14,4.9,3.19,2.6,3.9,9.9,75,16
201009223,81,8.6,3.05,5.6,4,6.7,59,96
201009223,51,9.5,3.38,4.8,3,5.2,55,82
201009223,498,9.5,3.4,6.3,3.8,6.6,63,62
201009223,145,8.7,2.63,5.8,4,4.7,44,43
201009223,18,9.3,4.44,7.2,3.1,6.8,67,27
201009223,110,9.1,2.58,4.5,3.5,4.4,38,21
201009223,202,8.1,3.43,5.5,3.8,7.6,59,17
204544908,223,2.2,3.73,2.4,3.6,11.1,59,79
204544908,44,2.2,3.62,1,3.3,11.1,70,40
204544908,497,0.7,4.18,2,3.3,11.9,65,34
204544908,12,1.6,3.5,2.3,3.4,9.5,44,32
204544908,40,0.8,4.31,1.7,3.4,13,58,26
204544908,201,2.2,3.42,1.1,3.4,10.4,50,20
204544908,412,1.5,4.21,2,2.8,9.9,53,17
4735341,24,8.6,1.98,5.6,4.7,3.7,55,886
4735341,114,8.2,1.48,4,4.9,3.2,51,88
4735341,58,9.4,2.09,4.2,4.1,4.4,52,60
4735341,8,8.1,1.47,3.9,5.3,3.9,35,55
4735341,39,8.1,1.42,5.2,6.4,3.8,34,35
4735341,96,8.5,1.91,5.9,5.7,5,41,22
4735341,40,0.6,1.78,1.2,5.2,8,31,13
4823948,76,6,3.78,6.9,3.8,7.4,68,197
4823948,104,6.5,3.32,7.2,4.2,6.7,69,62
4823948,2,5.3,2.48,5.2,4.4,5.7,60,10
4823948,64,4.9,2.96,6.8,5.4,9.3,78,9
4823948,121,5,2.56,7.2,6,8.2,50,6
4823948,54,5.1,2.42,2.3,3,5,50,4
4823948,117,3.2,2.07,2.5,7,12,100,2
210167954,81,8.9,3.44,7.8,4.5,7.6,68,47
210167954,498,9.7,3.94,8.1,3.9,7.1,76,29
210167954,145,9.5,2.58,9.3,5.8,5.6,52,25
210167954,202,8.7,3.42,6.1,4.2,8.3,57,23
210167954,51,9.7,2.96,6.7,4.1,5.3,65,20
210167954,13,9.5,2.11,7.4,5.5,4.2,44,18
210167954,110,10,3.14,8.8,4.6,5.7,81,16
1309737,164,8.1,2.23,5.8,4.5,4.2,62,151
1309737,41,8.5,2.73,5.5,4.2,6,61,96
1309737,39,8.2,2.15,7.1,5,3.7,51,82
1309737,14,7.3,2.71,3.5,4,7.4,47,64
1309737,150,8.4,1.94,3.7,4.4,4.7,46,63
1309737,13,8.6,1.59,4.2,4.7,3.2,60,57
1309737,8,8.3,1.91,4.4,4.6,4.3,44,54
208771386,121,4.9,2.83,6.6,4.7,6.6,54,70
208771386,59,5.1,3.38,4.9,4.7,11.1,52,52
208771386,64,5.1,3.77,6.5,3.8,7.7,67,49
208771386,24,5.7,2.62,4.7,4.2,6.2,48,44
208771386,164,4.5,2.14,5.6,5.9,7,46,41
208771386,13,8.3,2.36,5.1,4.6,5.7,53,38
208771386,113,5.1,3.95,3.8,3.7,10.8,66,35
203769662,142,8.2,3.27,6.6,3.9,6.3,55,99
203769662,50,8.2,3.15,5.4,3.8,6.5,47,73
203769662,3,8.3,3.72,4.1,3.2,7.8,55,49
203769662,13,9.2,2.52,5.1,3.9,4.8,49,45
203769662,69,8.5,2.38,5.5,4.7,5.6,63,35
203769662,268,9.2,3.22,6.7,3.7,5.3,59,34
203769662,7,7.3,2.94,5.9,3.7,5,52,31
6968626,157,8.5,2.57,6.2,4.3,4.8,60,242
6968626,8,8.2,3.05,5.2,3.7,6.1,50,34
6968626,114,7.7,1.98,4,3.8,3.5,43,23
6968626,202,8,3.93,5.1,3.8,10.1,63,19
6968626,150,7.9,3.35,3.8,3.3,7.3,77,13
6968626,164,7.4,2.3,4.6,4.2,5,42,12
6968626,112,9.2,5.41,6.6,2.2,5.3,80,10
207100227,142,8,3.81,7.3,3.8,7.1,63,83
207100227,69,8.3,2.98,6.6,4,5.3,66,61
207100227,55,7.6,3.95,10,4.1,6.2,71,58
207100227,134,9,3.85,6.6,3.6,7.1,59,44
207100227,163,8.1,2.71,6.4,4.8,6.5,54,35
207100227,268,8.3,2.86,5.2,4,6.3,51,35
207100227,13,9,3.11,5.8,3.9,6.3,51,35
204098604,27,8.3,2.44,3.3,4.6,7.8,58,163
204098604,98,2.8,3.52,2.7,4.2,12,64,102
204098604,497,0.6,3.25,2.2,4.2,11.5,51,72
204098604,16,0.6,2.41,1.5,5,10.5,51,55
204098604,40,0.8,3.78,2.2,4.1,13.2,58,43
204098604,223,2.4,2.57,1.6,4.3,9.4,50,28
204098604,516,2.8,3.43,2.6,3.7,10.1,60,20
4286691,267,0.5,3.26,3.1,5,13.4,62,318
4286691,20,5.4,3.81,2.6,3.5,10.8,59,69
4286691,21,6.8,2.56,8.3,6.3,7.9,41,37
4286691,77,5.4,3.24,6.6,4.3,7.2,70,30
4286691,81,6.7,2.62,5.3,4.5,6.6,56,25
4286691,223,1.9,2.4,3.2,5,8.8,48,21
4286691,16,0.5,2.77,1.7,4.8,11.6,63,19
1890305,41,8.9,2.88,4.3,3.8,6.6,61,199
1890305,164,8.5,2.89,5.5,3.7,5.3,66,119
1890305,8,8.7,2.23,4.5,3.9,4.2,53,106
1890305,24,8.7,1.78,4.5,4,2.6,55,77
1890305,150,8.7,2.21,4,4.1,5.2,55,51
1890305,39,8.8,1.98,6.4,4.9,3.2,41,49
1890305,126,8.9,2.16,4.4,4.5,5.4,51,41
2881442,164,7.2,2.52,5.1,4.3,5.9,51,119
2881442,150,8.6,2.59,4.6,3.9,5.4,55,105
2881442,85,8.6,3.2,5.6,3.4,5.3,60,96
2881442,68,8.3,2.95,4.6,3.5,5.7,58,89
2881442,58,9.2,2.81,4.9,3.7,5.5,67,72
2881442,114,8,1.9,4.7,4.5,3.8,52,66
2881442,113,5.6,3.53,3.9,4,10.1,54,48
4989204,142,7.5,2.72,5.8,4.1,5.3,52,96
4989204,13,9,2.71,5.6,4.3,6.1,53,60
4989204,43,7.4,3.49,2.8,3.1,8.2,52,54
4989204,163,8.2,2.78,4.9,4.2,6.7,63,49
4989204,7,7.6,3.63,8,3.5,4.6,71,35
4989204,268,8.9,2.78,5,3.8,5.6,63,35
4989204,164,7,1.97,5.8,5.6,5.3,56,32
210167948,81,9,2.84,6.8,4.6,6.3,63,80
210167948,429,9.5,2.59,6.3,4.6,5.5,54,54
210167948,51,9.5,2.16,5,4.7,5.3,46,50
210167948,498,9.7,2.77,6.6,4.8,6.8,49,41
210167948,110,9.1,3.35,7.6,4.2,6.6,69,29
210167948,18,9.5,3.49,7,3.7,6,70,23
210167948,96,9,2.63,8.1,5.5,6.2,50,22
206358340,81,9,2.61,6.2,4.7,6,57,185
206358340,51,9.4,2.27,5.1,4.4,5,51,172
206358340,498,9.3,2.86,6,4.5,6.9,61,109
206358340,202,8.7,2.51,5.7,5,6.9,59,85
206358340,145,8.9,2.23,7.1,5.3,4.8,49,76
206358340,18,9.3,2.46,6.4,4.7,5.3,51,37
206358340,110,9.2,2.09,4.9,5.1,5.7,41,32
209298024,164,7,2.69,5.2,4,5.4,64,69
209298024,150,7.6,2.59,3.9,3.3,4.6,53,51
209298024,114,7.7,1.68,3.9,4.3,3.2,52,50
209298024,14,7.2,3.13,2,3.1,7.6,69,36
209298024,36,7.1,2.93,3.5,3.3,6.1,58,31
209298024,81,7.6,2.53,3.7,4,6.5,38,21
209298024,24,7.5,2.53,4.9,3.7,4.4,55,20
2713769,497,0.7,4.25,2.6,4.1,14.7,76,112
2713769,12,1.7,3.43,1.7,3.9,11.8,56,90
2713769,40,0.6,3.37,2,4.1,11.9,66,86
2713769,25,0.7,3,2,4.7,12.1,60,58
2713769,89,1.8,2.77,1.7,5.7,14,61,23
2713769,201,2,3.01,1.2,3.8,10.3,45,22
2713769,412,1.5,3,1.6,3.9,10.1,52,21
3511615,12,1.5,3.2,1.9,4.2,11.6,58,175
3511615,497,0.6,3.66,2.6,4.2,12.8,59,129
3511615,223,2,3.07,2.4,4,9.9,63,111
3511615,25,0.7,3.49,2.3,4.2,12.4,52,73
3511615,143,1.3,2.69,2.9,4.7,9.8,61,41
3511615,201,1.9,3.19,1.6,4,11,53,40
3511615,412,0.7,2.11,1.6,4.7,8.3,32,34
210249023,81,8.4,2.88,5.5,4.3,7,55,148
210249023,498,8.9,3.26,5.2,3.4,5.9,54,91
210249023,51,8.8,3.01,5.4,3.7,5.9,54,78
210249023,145,8.5,2.72,6.2,4.4,5.7,53,74
210249023,110,8.5,3,5.2,3.8,6.1,54,57
210249023,18,9,4.04,6.6,3.1,5.8,65,40
210249023,4,7.2,1.78,3,4.9,5.7,38,26
1785347,105,6.3,3.4,8.9,4.2,5.3,66,285
1785347,1,5.4,3.04,5.4,4.4,7.9,62,37
1785347,61,7.4,2.97,7,4.9,7.7,56,16
1785347,31,6.9,2.94,7.4,4.3,5.1,58,12
1785347,127,6.3,1.09,2.3,7.3,5.7,33,3
1785347,33,3,2.91,1.5,5.5,14.5,50,2
1785347,427,4,2.43,1.5,3.5,7,0,2
203020098,81,7.7,2.41,5.8,5.2,6.9,51,85
203020098,498,8.3,2.83,6.5,4.7,6.9,62,69
203020098,145,8,2.6,7.1,4.9,5.5,61,59
203020098,51,7.8,1.97,5,5.4,5.6,55,53
203020098,202,7.3,2.36,5.7,5.4,7,53,53
203020098,110,8.6,2.46,6.3,4.9,5.7,53,17
203020098,236,7.6,1.79,5.3,6.8,6.8,50,16
202021894,24,6.5,2.76,4.4,3.8,6,56,72
202021894,72,5.5,3.5,3.2,3.8,10.2,63,62
202021894,5,5.6,2.54,5.4,4.6,6.4,52,54
202021894,154,5.7,3.5,3.1,3.1,7.6,37,43
202021894,121,5.4,3.52,7.5,3.9,6.2,63,41
202021894,2,5.9,3.79,7.1,3.9,7.6,61,41
202021894,143,2,2.53,3.2,4.8,9.1,54,39
3440481,268,9.4,3.01,4.8,3.4,5.5,59,111
3440481,39,9,2.73,7.6,4.6,4.8,68,69
3440481,157,8.7,2.12,5.4,4.7,4.6,62,68
3440481,8,8.4,2.2,5.3,4.7,5.1,34,67
3440481,142,8.3,3.21,6.4,3.9,6.2,51,51
3440481,50,8.7,3.88,5.9,3.3,6.9,52,46
3440481,7,8.2,3.83,7.3,3.4,5.6,54,37
4046217,164,7.1,1.95,7,5.8,4.3,61,262
4046217,24,7.7,1.34,5.2,6.2,3.1,48,123
4046217,114,7.8,1.47,6.1,6.3,3.1,59,111
4046217,104,5.7,1.66,5.6,6.4,4.9,46,28
4046217,8,7.4,1.15,4.9,7.9,4.2,46,26
4046217,150,7.7,1.5,3.6,5.7,5,45,20
4046217,126,7,1.43,3.9,6.8,5.8,42,19
204394141,104,7,3.34,6.6,4,6.8,59,32
204394141,81,8.1,2.81,5,4.3,7,55,31
204394141,164,5.7,3.17,6,4.1,7.1,74,27
204394141,121,5.4,3.27,6.5,3.7,5.6,55,22
204394141,5,5.4,2.48,5.9,5.1,6.7,57,21
204394141,2,5.6,3.43,4.7,3.4,6.9,67,18
204394141,76,6.3,5.6,8.7,3,8.1,90,10
209376444,81,8.8,3.33,5.5,3.6,6.7,50,106
209376444,498,9,2.86,5.7,4.4,6.8,50,64
209376444,51,9.1,3.74,5.7,3,5.5,60,58
209376444,110,9.4,3.4,5,3.1,5.6,56,57
209376444,18,9.2,3.1,5.1,3.2,4.9,51,47
209376444,96,8.6,2.56,4.7,3.7,4.9,46,41
209376444,429,9,3.67,5.6,3,5.4,63,35
209742739,76,5.6,4.47,8.3,3.5,7.5,66,212
209742739,60,4.3,2.92,5.6,4.8,8.3,53,30
209742739,64,4.2,2.96,6.1,4.8,8,42,12
209742739,134,8.3,3.1,5.2,3.5,5.8,73,11
209742739,412,0.3,2.88,1.5,4.6,11.8,55,11
209742739,104,5.4,3.5,6.1,4,7.9,56,9
209742739,236,7.4,1.58,6,6,3.5,0,2
206966030,5,6,3.91,7.8,3.8,6.9,77,113
206966030,107,6,3.42,8.5,4.2,5.7,76,42
206966030,164,4.6,3.6,6.9,4.3,8.5,63,38
206966030,121,4.9,3.34,7.6,4,5.9,52,23
206966030,2,5.3,3.05,5.1,3.9,6.8,67,21
206966030,64,5.2,3.81,6.4,3.7,7.8,70,20
206966030,421,5.9,3.01,6.7,5.2,8.8,77,13
204062750,223,1.6,2.6,2.2,5,10.7,54,319
204062750,12,1.2,2.7,2.2,5.4,12.3,54,253
204062750,497,0.5,3.09,2.4,4.7,12.1,60,151
204062750,201,1.7,3.5,1.4,4.2,13.2,56,127
204062750,44,1.7,3.01,1.7,4.2,10.9,51,103
204062750,25,0.6,2.79,2.4,5.3,12.3,52,99
204062750,154,4.9,3.78,3.7,3.9,10.9,57,58
208684744,145,8.6,2.66,6.8,4.7,5.6,59,58
208684744,81,7.8,2.99,5.2,4,6.8,63,51
208684744,412,0.6,3.94,1.6,3.6,12.8,57,44
208684744,223,2.1,3,1.5,3.6,9.4,57,37
208684744,89,1.8,2.98,1.8,4.8,12.5,65,34
208684744,202,8.3,2.98,4,3.7,7.1,61,33
208684744,25,0.8,3.47,2,3.7,10.7,53,30
203073673,110,9.1,2.55,5.9,4.5,5.7,55,192
203073673,81,8.6,2.68,4.9,4.3,6.7,53,147
203073673,51,9.1,2.49,5.2,4.5,6,58,101
203073673,18,8.7,2.27,4.5,4,4.6,48,54
203073673,498,8.9,2.36,5,4.8,6.3,45,47
203073673,96,8.8,2.56,6,4.8,6.2,47,43
203073673,202,8.6,3.52,5.3,3.9,8.4,71,34
205499309,164,5.7,2.89,6.8,4.6,6.5,60,65
205499309,121,5.7,4.74,8.8,3.3,6.7,74,47
205499309,5,6,2.75,5.1,4.1,6.3,71,35
205499309,2,6,3.96,5.7,3.1,6.6,62,29
205499309,48,5.7,4.04,3.7,2.9,8.1,59,29
205499309,113,5.4,5.47,4,2.8,11.5,75,24
205499309,76,6.3,3.4,4.6,2.9,5.1,65,20
5258842,91,7.5,2.75,7.7,4.5,4.6,55,503
5258842,90,7.9,2.66,3.6,4.3,7.8,45,76
5258842,40,0.6,2.72,1.4,4.6,11,60,45
5258842,202,7.4,3.44,4,3.3,7.5,56,32
5258842,3,7.5,2.67,3.4,3.5,5.8,54,13
5258842,64,5.2,3.2,4.9,3.7,7,45,11
5258842,59,5.1,2.53,4.2,5,8.4,22,9
209173070,81,9.2,4.99,6.3,2.7,7,59,37
209173070,8,9.3,4.09,5.9,2.9,5.9,62,26
209173070,67,8.5,2.24,3.1,3.2,4,54,26
209173070,498,9.7,3.32,4.9,3.1,5.5,39,23
209173070,145,9.5,2.84,5,3.2,4.2,50,18
209173070,50,8.9,2.93,3.6,3,5.2,50,18
209173070,13,10.3,4.79,5.9,2.4,5.5,69,16
210168031,81,8.9,3.66,5.9,3.6,7.2,65,93
210168031,51,9.5,3.36,6.7,4,6.9,62,84
210168031,498,9.8,4.18,7.2,3.6,7.8,74,65
210168031,67,8.8,2.61,6.2,4.5,5.5,56,34
210168031,145,9,2.88,8.8,5,5.5,52,33
210168031,110,9.2,3.09,5.2,3.8,6.4,47,30
210168031,96,9.4,3.38,7.2,4,6.4,59,29
1410285,27,8.1,3.22,4.4,3.8,7.8,63,83
1410285,39,8.4,2.03,5.1,4.9,4.8,55,71
1410285,41,8.2,2.59,4.6,4.4,6.7,71,41
1410285,50,7.6,2.3,4.4,4,4.9,47,32
1410285,136,7.6,3.59,3.9,3.5,8.7,60,25
1410285,126,7.7,2.07,4.1,5.1,6.4,62,21
1410285,24,7.4,2.34,5.2,4.5,5.2,55,20
210168025,25,0.7,3.07,2.2,4.4,11.2,66,70
210168025,12,1.6,2.82,2.4,4.8,11.1,58,69
210168025,497,0.6,2.89,2,4.4,10.6,60,55
210168025,223,1.9,2.24,1.9,4.8,8.9,46,39
210168025,43,1.8,2.55,3,5.3,10.4,40,25
210168025,16,0.6,3.2,1.1,3.5,10.2,57,21
210168025,89,1.9,3.07,1.9,4.7,12.4,60,15
208458477,122,7.2,2.42,4.8,3.7,4.2,55,1075
208458477,75,6.9,1.78,3.4,4.1,3.9,49,79
208458477,50,6.4,1.57,3.3,4.9,4.4,35,34
208458477,54,6.3,2.43,2.4,3.6,6.3,46,26
208458477,12,2.5,2.02,1.5,4.5,7.5,42,24
208458477,39,7,1.6,4.9,5.2,3.5,29,17
208458477,14,6.8,2.13,1.7,3.3,5.3,44,16
4566463,81,8.3,3.26,5.5,3.8,6.7,57,118
4566463,110,9,2.91,5.6,3.8,5.5,57,110
4566463,25,0.7,3.47,2.4,4.1,11.6,54,92
4566463,96,8.9,2.85,5.9,4,5.4,60,84
4566463,12,1.6,2.47,2,4.8,9.7,53,66
4566463,43,1,2.87,2.7,4.2,9.3,53,64
4566463,51,8.8,2.41,5,4.4,5.5,44,62
202561023,121,5,4.03,8.2,3.6,6.1,68,117
202561023,76,5.9,4.01,6.8,3.5,7.1,52,60
202561023,150,7.3,2.86,3.8,3.1,4.9,51,53
202561023,164,5,3.53,7.6,4.2,7.1,67,48
202561023,113,4.8,3.99,3.4,3.4,10.2,49,43
202561023,59,4.6,4.91,4,3.1,11.3,56,34
202561023,2,4.8,3.59,5.1,3.8,8.4,57,21
203542532,497,0.6,3.48,2,4.3,12.9,61,134
203542532,12,1.5,2.83,1.5,4.6,11.5,53,125
203542532,223,2,2.85,1.9,4.1,9.7,57,94
203542532,25,0.7,3.53,2.4,4.3,12.7,61,87
203542532,201,1.8,2.68,1.3,4.7,11.1,36,70
203542532,44,2.1,3.1,1.3,4.5,12.6,48,40
203542532,43,0.9,2.39,2,5.5,11,54,35
204167188,164,5.5,3.63,7.2,3.8,6.6,59,46
204167188,113,5.1,6.07,4.8,2.7,11.8,68,37
204167188,121,5.5,4.43,7.8,3.1,6,71,31
204167188,2,5.7,4.09,6.9,3.3,6.5,72,25
204167188,81,8.3,3.96,7.3,3.7,7.3,53,19
204167188,5,5.3,3.21,7.2,4.2,6.4,65,17
204167188,64,5,3.85,6.3,3.8,8.1,63,16
5670561,41,8.6,1.91,3.9,5.1,5.8,49,69
5670561,164,8.3,2.39,5.9,4.3,4.5,60,63
5670561,114,8.7,1.82,5.3,4.9,3.6,56,43
5670561,50,8.5,2.1,4.2,4.6,5.5,60,40
5670561,8,8.9,1.91,4.8,4.6,3.9,58,36
5670561,13,9.4,1.97,5.3,5.1,4.7,61,33
5670561,39,8.8,2.26,6.8,4.9,4.2,52,31
3454455,13,8.8,3.95,5.4,2.9,6.1,60,223
3454455,268,8.9,3.02,4.8,3.3,5.2,54,128
3454455,163,8.5,3.28,5.1,3.6,6.8,54,72
3454455,69,8.5,2.73,5.7,4.2,5.6,51,61
3454455,110,8.8,2.95,4.3,3.6,6.4,56,50
3454455,164,6.7,2.84,5,3.9,6.1,63,49
3454455,42,9.4,2.85,5.8,3.5,4,45,44
210167935,143,1.3,2.75,3.3,4.3,8.4,70,47
210167935,91,7.9,1.97,5.4,4.5,3.5,50,32
210167935,90,8.3,2.5,3.7,4.7,8.1,64,25
210167935,8,7.8,2.08,4.9,5.9,7.4,50,20
210167935,117,6.7,3.75,3.3,2.9,7.7,63,19
210167935,14,7.9,4.08,3.8,2.7,7.3,67,18
210167935,13,8.9,1.77,4.3,4.6,3.7,39,18
205248873,142,8.1,3.46,7.4,4.2,7.1,64,39
205248873,13,8.9,2.71,4.7,3.8,5.6,53,36
205248873,50,8.3,3.91,5.2,3.3,7.6,62,34
205248873,163,8.8,2.98,5.5,4.4,7.6,37,27
205248873,3,8.6,4.47,3.5,2.5,7.5,62,26
205248873,268,8.7,2.65,3.9,3.9,6.4,63,24
205248873,39,8.1,2.8,6.5,3.9,4.4,65,17
206897280,76,6.6,3.57,6.8,3.8,6.7,66,47
206897280,164,5.3,3.02,5,4.4,8.3,63,35
206897280,64,5.3,4.06,6.9,3.7,8.2,68,31
206897280,107,5.9,2.6,7.2,4.7,4.9,59,27
206897280,121,5.2,3.57,8.1,4.1,6.5,58,26
206897280,2,6.1,5.04,5.4,2.5,7,75,20
206897280,421,6.3,4.43,8.5,3.7,7.8,67,12
207309342,64,5.2,3.64,7.5,4.3,8.1,58,33
207309342,164,5.5,2.61,6.4,5.2,7.1,54,24
207309342,24,6.1,3.27,6.9,3.9,5.9,68,19
207309342,56,6,3.28,7.7,4.1,5.7,68,19
207309342,104,6.8,3.2,8.1,4.9,7.8,58,19
207309342,76,6,4.1,7.1,3.5,7.1,65,17
207309342,5,5.2,3.03,5.2,4,6.9,73,15
4586738,78,6,2.61,3.6,3.7,6,56,572
4586738,245,6.2,2.18,5.3,4.6,4.8,50,38
4586738,3,6.7,2.63,3.4,4.1,7.4,48,33
4586738,516,5.8,2.16,2.3,4,6.2,41,27
4586738,24,6.3,1.56,4.1,4.9,3.5,63,16
4586738,58,6.9,1.76,3.9,4.7,4.5,33,15
4586738,19,5.6,1.64,4.1,6.2,6.1,43,14
200543394,27,7.7,3.28,3,3.5,8.5,66,44
200543394,150,7.7,2.82,4.6,3.6,5.5,60,40
200543394,12,1.7,2.66,1.6,5,11.7,56,39
200543394,68,7.8,3.26,4.3,3.4,6.8,67,27
200543394,14,7.8,2.49,2.5,3.4,6.1,46,26
200543394,78,6.5,2.68,2.7,2.9,5,64,25
200543394,41,8.6,3.2,3.3,3.4,7.6,63,24
1646013,164,7.7,2.85,4.8,3.7,5.8,51,90
1646013,41,8.9,3.53,3.5,3.3,8,69,61
1646013,114,8.5,2.43,3.6,3.1,3.9,50,28
1646013,8,8.4,2.39,3.7,4.2,6.3,56,16
1646013,27,7.8,3.1,3.2,3.5,7.5,60,15
1646013,14,7.6,3,2.4,3.1,6.9,64,14
1646013,150,8.1,2.03,2.8,2.9,3,50,14
203011568,113,5.1,4.68,3.7,2.9,9.9,61,56
203011568,76,5.9,3.87,6.5,3.6,7.5,54,39
203011568,81,8.4,4.91,5.3,2.5,7.1,76,34
203011568,72,5.3,5.35,3.2,2.3,9.2,73,26
203011568,121,5.2,2.95,5.7,3.8,5.4,57,21
203011568,2,6,5.37,6.3,3,9.6,55,20
203011568,104,5.9,2.64,4.9,4.2,6.1,44,18
210406219,5,5.7,2.66,6.9,5.3,7.1,66,240
210406219,164,5.4,2.49,8.3,6,6.8,61,89
210406219,24,6.9,1.94,5.8,5.4,4.8,50,46
210406219,58,7.8,1.38,4.4,5.5,3.3,45,31
210406219,11,6.9,2.06,7,5.8,5,59,22
210406219,427,4.3,2.59,2,4.5,9.6,50,22
210406219,48,5,1.69,3,5.5,6.3,36,14
206501884,40,1.1,3.85,1.6,3.4,11.4,53,49
206501884,154,4.5,4.19,3.4,3.4,11,59,29
206501884,59,4.5,3.36,3.7,4.4,11.2,48,29
206501884,98,3.4,4.3,2.5,3.4,12,56,27
206501884,64,5.4,4.74,6.8,2.9,6.8,74,23
206501884,421,5.5,3.9,4.8,3.4,8.3,65,20
206501884,163,8,3.12,4.7,3.7,6.8,65,20
201232698,201,2,4.13,1.2,3.1,11.5,51,183
201232698,12,1.7,2.83,2,4.4,10.4,45,99
201232698,497,0.5,3.54,1.4,3.3,10.4,54,81
201232698,223,2.1,3.07,2,4,10.3,51,69
201232698,16,0.6,3.75,1.5,3.4,11.2,55,55
201232698,98,2.5,3.87,2.7,3.6,11.4,64,53
201232698,81,8.6,3.62,4.5,3,6.3,49,49
6203629,164,4.7,2.11,5.5,6.3,7.9,62,50
6203629,121,4.6,2.25,8,6.3,6.1,54,41
6203629,2,4.9,2.51,5,5.6,9.1,65,31
6203629,5,4.5,2.03,6.3,6.9,7.8,62,26
6203629,107,5.8,3.04,6.2,4.3,7,86,21
6203629,76,5.3,3.16,6.8,5.2,9.6,53,17
6203629,72,4.9,2.67,2.8,4.4,8.9,63,16
6358198,41,8.1,2.92,4.4,3.9,6.9,59,61
6358198,150,7.7,2.61,4.3,3.8,5.6,55,33
6358198,164,7.3,3.12,6.4,4,5.9,64,28
6358198,114,8.4,2.3,4.9,4,4.3,80,15
6358198,113,4.7,2.98,3.5,3.3,6.2,40,15
6358198,50,7.9,3.34,5.7,3.4,5.5,93,14
6358198,126,7.8,2.1,5.4,5.2,5.5,40,10
2855003,27,8.5,2.9,5.2,4,6.4,65,340
2855003,105,6.5,1.21,4.1,5.2,2.1,27,15
2855003,54,5.4,1.97,3.3,4.6,5.9,50,8
2855003,111,5.3,1.44,1.9,5.6,6.1,43,7
2855003,58,7.3,1.35,1.7,5.7,6,67,3
2855003,17,7,0.63,1,8,4,50,2
2855003,1,6.3,2.8,2,2.5,5,50,2
