name,ranking,tier,LP,level,win,lose,winratio
R1kka,317,Master,288,85,350,304,54%
ililiiiillliil,318,Master,287,91,455,392,54%
Frida Kahlo,319,Master,286,65,245,198,55%
nekoneko1,320,Master,285,142,611,583,51%
³ë·ÂÁßÀÎ·¹ºíÀÌ,321,Master,285,142,496,459,52%
¼ö ³Õ,322,Master,285,50,179,114,61%
aetcal,323,Master,283,108,651,604,52%
Luubaby,324,Master,280,147,751,712,51%
GakkiQQ,325,Master,276,75,336,292,54%
zIp gj,326,Master,277,112,504,455,53%
¿ìÀ¯ÆÏºù¼ö,327,Master,274,72,343,301,53%
ÀÌ¶ó¿Â»ç»ýÆÒ,328,Master,270,147,438,397,52%
´óÃ»ÀÕ,329,Master,269,153,928,875,51%
xiaolongbacc,330,Master,267,58,255,118,68%
AFR ArT,331,Master,266,136,565,533,51%
BtC Do LaoN,332,Master,265,110,397,362,52%
°ÔÀÓÀç¹Õ°ÔÇÏ½Ã³×,333,Master,263,147,639,595,52%
Und2rDog,334,Master,239,69,311,279,53%
Çì ¸£,335,Master,260,119,242,199,55%
YSGYGGS,336,Master,333,95,469,420,53%
¾ûµ¢±¹ °»½ÂÁ¦·Î,337,Master,257,82,282,230,55%
TenShi,338,Master,256,94,330,280,54%
»ç¶ûÇØ ³ªÀÇ ¶óÄ­,339,Master,270,65,227,147,61%
Upgrade ÇÒ°Å¾ß,340,Master,254,51,162,95,63%
Strive boy,341,Master,288,131,763,724,51%
ÇãÂî°»,342,Master,253,120,416,381,52%
Ä®³¯ºÎ¸®ÀÇ ¹Ý°Ý,343,Master,307,143,399,350,53%
°¨±Ö¸ÔÀ»³ªÀÌ,344,Master,253,65,107,66,62%
GALA1,345,Master,254,155,877,828,51%
MVP Ian,346,Master,251,99,322,275,54%
Cai Xu Kun1,347,Master,250,72,396,279,59%
Gaopei,348,Master,213,98,337,289,54%
¹è¿ìÀåµ¿À±,349,Master,245,212,739,708,51%
nef9,350,Master,245,150,678,635,52%
À¯³»Çö,351,Master,280,117,295,252,54%
Baby99,352,Master,216,75,298,233,56%
ÇÏ·ç ±×¸²ÀÚ,353,Master,243,129,595,563,51%
Aopida,354,Master,243,81,328,283,54%
ÇØ¿î´ë ºÒ°õ,355,Master,242,158,673,632,52%
Ioners,356,Master,241,103,382,327,54%
DoRun,357,Master,223,84,371,327,53%
Like Top,358,Master,205,97,320,271,54%
GCA Done,359,Master,235,69,325,263,55%
Deifinu,360,Master,234,98,323,293,52%
Á¹¸°°¡º»µ¥,361,Master,234,67,184,126,59%
ÁÁÀº³¯,362,Master,232,83,184,151,55%
gym,363,Master,232,75,152,109,58%
Cord 8,364,Master,231,123,714,655,52%
¹«¼­¿î¿ø¼þÀÌ,365,Master,231,64,254,225,53%
Pz ZZang,366,Master,231,83,223,184,55%
Gipsy Danger,367,Master,288,205,1213,1165,51%
½º¸Êµû¸Ô°í½Í´Ù,368,Master,229,45,136,66,67%
bully bully,369,Master,229,119,473,433,52%
ÃÊÃÊÃÊÃÊÃÊÃÊ,370,Master,229,99,324,295,52%
ÅÂÀ»Ãµ »ó¿ø±º,371,Master,229,57,182,99,65%
MVP MaHa,372,Master,227,85,415,351,54%
±×°Ç ¾Æ´Ñ°Å °°¾î,373,Master,227,80,303,268,53%
Paddle Star,374,Master,199,143,826,752,52%
Cyberbully,375,Master,207,67,233,190,55%
Do RaoN,376,Master,260,40,102,42,71%
±Ý¶Ë¿Î¿Î,377,Master,241,163,736,705,51%
Kiiroitor1,378,Master,222,105,478,437,52%
Harley QuiNing,379,Master,222,142,423,407,51%
oudiofei,380,Master,212,125,589,561,51%
±è±¹¾î,381,Master,221,117,399,363,52%
Á¤½Åº´ ÀÖÀ½ ÁÖÀÇ,382,Master,220,103,282,234,55%
NBadL,383,Master,220,62,261,160,62%
¿Â½Ç¼ÓÀÇ°¨ÀÚ,384,Master,218,95,284,242,54%
³ªÃ÷Ä«¸°,385,Master,216,96,504,467,52%
love zxc,386,Master,175,107,519,495,51%
DaYE,387,Master,200,91,264,227,54%
Excuse,388,Master,214,153,286,251,53%
½Ã¿Àµµ¸Þ ¹Ì¿ì³ª,389,Master,214,128,185,142,57%
20001019z,390,Master,214,44,134,77,64%
l3est16,391,Master,213,115,444,410,52%
¾ÆÄí¾Æ¶û²²,392,Master,213,39,96,31,76%
nait9,393,Master,212,80,257,225,53%
Ç×»ó ¿­½ÉÈ÷,394,Master,211,51,170,104,62%
LLeave,395,Master,210,91,306,274,53%
Victorique,396,Master,208,142,653,619,51%
Wudan3lu,397,Master,207,184,906,870,51%
sibasaki roka,398,Master,207,189,711,675,51%
È£ÀÕÀÌ,399,Master,207,142,659,580,53%
zhixun,400,Master,207,71,266,219,55%
RNG Vector,401,Master,207,57,201,146,58%
SKT T1 Pirean,402,Master,206,157,837,799,51%
Patrik Lindberg,403,Master,206,88,320,255,56%
°ø±ÙÀÍ¹«¿ä¿ø,404,Master,206,90,117,72,62%
swi3e,405,Master,205,73,353,304,54%
cai b,406,Master,223,143,668,639,51%
L1sure,407,Master,203,64,166,132,56%
I Do han,408,Master,202,162,872,845,51%
Çì µ·,409,Master,202,129,573,528,52%
ÇÔ²² È­ÀÌÆÃ,410,Master,202,110,504,447,53%
ÆÛ½ÃÇÈ ½ºÅÄ´Ùµå,411,Master,202,53,197,124,61%
MlSAENG,412,Master,200,40,102,44,70%
Àç´ÉÀÌ¾ø´Ù,413,Master,179,115,526,491,52%
gunwu,414,Master,195,119,586,548,52%
CloserCloser,415,Master,195,134,470,438,52%
°øºÎÀßÇÏ°í½Í´Ù¾Æ,416,Master,195,108,390,344,53%
shouwa1,417,Master,194,155,753,732,51%
ÇÒ¾Æºê°¡ÁÖÀÎ°ø,418,Master,243,141,636,587,52%
peray,419,Master,193,97,241,199,55%
ÂùÀÌ¼÷ÀÌ,420,Master,194,73,376,325,54%
¹Ùº¸2,421,Master,192,120,345,311,53%
¸ÅÀÏ Á¹·Á¿ä,422,Master,192,107,243,196,55%
pvman,423,Master,187,71,324,272,54%
È² ½ÃÇÑ,424,Master,191,65,289,258,53%
ExiA Stail,425,Master,188,68,121,71,63%
Im really sorry,426,Master,188,124,584,551,51%
yulihong22,427,Master,185,139,655,629,51%
KKKuma,428,Master,189,148,864,816,51%
you cant gank me,429,Master,220,129,750,690,52%
HLE Sy,430,Master,179,98,380,347,52%
»ó±æ ³îÀÌ¸¦ÇÏ´Ù,431,Master,177,66,320,208,61%
ÀåÁÖ ³ë¿¹,432,Master,175,52,161,93,63%
ºùµ¹¾ÆÆ¨°Ü¼­,433,Master,176,68,226,174,57%
ÃÊº¸Çõ¸í,434,Master,174,63,172,125,58%
NO ºê·¡ÀÎ,435,Master,174,46,118,66,64%
BlackGat,436,Master,151,113,313,235,57%
1987 Plls,437,Master,157,107,323,284,53%
nv shen,438,Master,169,71,264,175,60%
³ë¶õ ¹°°í±âÀÎÇü,439,Master,169,72,201,129,61%
17»ì Á¤±Û,440,Master,166,145,689,650,51%
God Jun z,441,Master,166,115,451,407,53%
ÇÇÀÚ ÆÄ½ºÅ¸´Â,442,Master,166,95,447,405,52%
LPL noob ad QAQ,443,Master,165,144,617,593,51%
ÀÎ¼º¾²·¹±â±è±Ù¼º,444,Master,201,107,597,555,52%
ÇÁ°£·ÎÀý,445,Master,165,100,323,281,53%
Autumnch,446,Master,164,165,907,880,51%
Jin Air Justice,447,Master,183,157,699,675,51%
ÁöÁ¸Çù°î¸ó½ºÅÍ,448,Master,163,113,399,365,52%
Luka M0drlc,449,Master,118,156,910,890,51%
¾çÀÚ¸® ¼Ò³â,450,Master,142,131,417,386,52%
ÅÚÆ÷´Ü°Ëµµ,451,Master,159,49,144,72,67%
ÀÚÆ÷ÀÚ±âÇÏ´Ù,452,Master,158,109,475,430,52%
ESS Troy,453,Master,158,93,228,184,55%
Á×ÀÌ´Ù,454,Master,157,95,291,250,54%
¸ðÆ¼ºê¶§¸®°í½Í´Ù,455,Master,157,35,49,27,64%
Á¤Ä¡Áú±ØÇøÇÔ,456,Master,156,73,224,181,55%
³ª´ÂÃæ½ÇÇÑ¸Û¸ÛÀÌ,457,Master,156,59,157,119,57%
mingjing,458,Master,155,70,265,223,54%
°­ºí¸°,459,Master,173,176,892,851,51%
°Ý¼¼Áö°¨,460,Master,154,148,614,574,52%
³Ê´Â³¯±î¾ßÁö±»ÀÌ,461,Master,151,122,419,389,52%
xiaoshenkejiushu,462,Master,184,127,483,446,52%
Sunday Monday,463,Master,150,54,166,90,65%
StandAchance,464,Master,149,124,546,506,52%
º¯Ãá¼ö,465,Master,104,91,270,236,53%
Mango Dog,466,Master,147,197,1053,1023,51%
miss i i,467,Master,147,127,542,514,51%
Oshino Sh1nobu,468,Master,187,45,112,50,69%
marcozyx,469,Master,146,182,1000,974,51%
liangjintu,470,Master,146,81,396,356,53%
bot only die,471,Master,139,159,897,868,51%
ÀÌ¾ß°ø,472,Master,145,108,219,187,54%
Meeoow,473,Master,145,46,120,62,66%
±Í¿©¿î ÅÂ¿ì,474,Master,144,106,693,611,53%
PAKA fans,475,Master,144,128,618,582,52%
Gen G Ambition,476,Master,143,153,829,799,51%
zaodianxiaban,477,Master,143,111,596,565,51%
Afreeca GankZero,478,Master,143,67,272,226,55%
ÁöÀúµ¿¼ö´Þ,479,Master,148,47,170,101,63%
zhongdan jayce,480,Master,142,110,280,235,54%
mulda mulda,481,Master,157,87,252,207,55%
kiana,482,Master,141,128,643,603,52%
TS hencool,483,Master,101,52,225,81,74%
KDM X,484,Master,140,68,167,136,55%
zlp gj,485,Master,177,110,683,624,52%
³¢ºÎ´Ï³Ñ¸ðÁ¶¾Æ¿¬,486,Master,139,105,342,314,52%
¾Æ¸§´Ù¿î»êÃ»,487,Master,138,91,409,373,52%
Mni,488,Master,137,153,782,744,51%
korean JuG,489,Master,136,146,682,641,52%
gxlmgnr,490,Master,136,84,416,347,55%
La Lune tear,491,Master,136,58,217,102,68%
HLE Mightybear,492,Master,135,110,627,559,53%
FLOR NG PINAS,493,Master,135,67,282,196,59%
Argento sicurO,494,Master,135,71,280,237,54%
shirushi,495,Master,134,98,528,485,52%
douyu5294941,496,Master,134,45,139,80,63%
BeYourse1f,497,Master,133,114,456,418,52%
yemengxiyue,498,Master,132,52,174,98,64%
Kuri fans,499,Master,131,143,603,582,51%
»ÇÇã´Ï,500,Master,131,81,280,235,54%
liilliliii,501,Master,113,120,670,621,52%
ÇØ»ê¹°shangdan,502,Master,130,120,425,395,52%
´ö ±¸,503,Master,91,109,70,25,74%
¸¶¸¶µ·¿ö¸®,504,Master,129,75,332,289,53%
Á¸³ªÀßÇÔ,505,Master,129,38,95,33,74%
Pookyouo,506,Master,107,136,693,653,51%
Ä³ ÀÎ,507,Master,127,129,563,517,52%
Lonely Jug,508,Master,125,80,475,366,56%
xi ba a,509,Master,126,78,401,308,57%
Route,510,Master,107,95,396,361,52%
fighttttt,511,Master,124,146,750,718,51%
·Ñ¸¶¿ì½º,512,Master,88,73,269,229,54%
71ÀÇ±âÀû,513,Master,125,67,255,204,56%
1427538696835724,514,Master,123,52,167,134,55%
¹ÎÀÌ´Â,515,Master,130,197,800,753,52%
¾ÆÅ×³ªÂô,516,Master,102,111,511,479,52%
ÇìÀÌ½ºÆ®TV,517,Master,121,156,640,597,52%
Baim,518,Master,121,86,536,438,55%
10¿ÀÁö´Â¿øµô,519,Master,121,72,308,236,57%
¿ÜÃÄÁÖÀ¯¼Ò°«¶óÄ«,520,Master,121,128,264,231,53%
Kur1ko,521,Master,120,168,839,810,51%
¹è±×ÇÁ·ÎÁö¸Á,522,Master,153,149,841,794,51%
KKKuri,523,Master,120,156,834,799,51%
WWWMWMWMMWM,524,Master,120,147,721,694,51%
Cryin Fans,525,Master,119,93,401,371,52%
ÅÂ¾î³­±è¿¡»ç´Â¾Ö,526,Master,119,93,269,231,54%
¹ßÀüÇÏ´Â¸ð½À,527,Master,119,64,244,183,57%
±º¹ã°«,528,Master,119,95,241,204,54%
Chinese CaptaiN,529,Master,115,55,180,100,64%
¸ÅµìÀ» °íÄ¡´Ù,530,Master,118,149,667,632,51%
ÁøÀç½Â,531,Master,22,114,511,482,51%
¿À³ªÀüÄ³¾È½À,532,Master,118,93,163,124,57%
¾çÄ¡ÇÏ°í ÀÚ¶ó,533,Master,116,173,810,788,51%
iite,534,Master,116,121,510,470,52%
xTbLE,535,Master,116,92,419,387,52%
SKT T1 M1D,536,Master,116,64,322,267,55%
³» µÚ¿¡ ¿øµô¸¸,537,Master,149,68,292,233,56%
ÁÖ±âÁö¸¶ »ì·ÁÁÒ,538,Master,115,92,339,262,56%
Fairy hao,539,Master,115,74,299,244,55%
¹Ù³ª³ª ÇÐ»ìÀÚ,540,Master,132,83,224,186,55%
592131523,541,Master,131,121,833,722,54%
Å©¸²È÷¾î·ÎÁîÆÒÀÓ,542,Master,114,116,544,485,53%
Èñ¹ÌÇÑ ³ÊÀÇ ¹Ì¼Ò,543,Master,108,201,179,143,56%
¿Í³ëÄí´Ï ¼î±º,544,Master,113,124,702,664,51%
Mute M1d,545,Master,113,73,366,324,53%
pmHnm9,546,Master,112,46,133,80,62%
Zlote,547,Master,111,124,736,686,52%
Loken fans,548,Master,111,37,53,29,65%
ÀÏ¹Ý°ÔÀÓÇØ¼³ÀÚ,549,Master,110,76,343,287,54%
brrrr,550,Master,110,65,232,186,56%
Ã¢¿ÏÀÌ°¡ ÃÖ°í,551,Master,110,100,190,124,61%
0 ¿õ,552,Master,116,49,103,36,74%
FuTuTa,553,Master,167,170,1080,1051,51%
ºÒ°¡¿ø,554,Master,109,123,752,678,53%
ÀÛÀº ¹æÀ» Ã¤¿ì´Ù,555,Master,109,207,234,167,58%
SKT T1 BIank,556,Master,108,102,384,362,51%
³ëÀ»ÀÌ ±×¸° ±×¸²,557,Master,108,87,342,297,54%
¶±¶ôÇÑ´Ù¾Æ¾Æ,558,Master,108,81,225,178,56%
Angelo fans,559,Master,106,145,725,706,51%
ÃµÃµÈ÷¿Ã¶ó°¨,560,Master,106,155,690,649,52%
wldrcdqyuwnkvqmw,561,Master,106,121,617,583,51%
¹ÐÅ©Æ¼³ó¾÷Á¾»çÀÚ,562,Master,106,77,196,142,58%
BulyStaL,563,Master,105,118,506,452,53%
³»°¡ÀßÇß³×,564,Master,105,68,268,216,55%
¾ÖÇÃ¹«¹«,565,Master,105,66,139,121,53%
ÃÖ¾ÇÀÇ ³¯,566,Master,105,47,123,80,61%
jinlanhua,567,Master,103,169,884,859,51%
T0P Jayce,568,Master,103,117,558,531,51%
cherish0120,569,Master,103,81,395,353,53%
whymeet4diamond,570,Master,102,82,362,334,52%
Medic1,571,Master,102,73,265,234,53%
31¼¼ ¹«Á÷¹é¼ö,572,Master,101,70,307,270,53%
IIrrooGG,573,Master,119,97,329,282,54%
À¯ºñ À¯ºñ,574,Master,84,199,315,286,52%
xuanyi9,575,Master,99,90,303,241,56%
PESK,576,Master,93,158,816,787,51%
Fairy Gyu,577,Master,98,61,150,93,62%
Teggun,578,Master,97,56,143,98,59%
ÇÇÇÑ°Í¸¸ÇÒ¼öÀÖ³Ä,579,Master,96,105,674,602,53%
EndorPhinB,580,Master,96,92,388,349,53%
¹ÌÁøÀÌµü±î¸®,581,Master,96,104,381,322,54%
ÇÑ¼­ÁØ,582,Master,95,137,754,721,51%
¾Ó 88¿ë¶ì,583,Master,95,92,302,268,53%
YM601658101,584,Master,93,115,741,652,53%
kfo,585,Master,93,126,609,580,51%
È£ ¼Ä,586,Master,93,103,455,428,52%
½È±¸¿ä,587,Master,93,122,415,377,52%
°¡·Î¿ì½Ä µô±³È¯,588,Master,109,86,280,235,54%
RankGameplayer1,589,Master,91,42,107,89,55%
3 4yu ji,590,Master,89,95,350,324,52%
Way Back H0me,591,Master,88,131,642,622,51%
BOKGU,592,Master,109,94,354,325,52%
n37,593,Master,85,56,211,160,57%
shijiemomori,594,Master,87,70,375,320,54%
Go belive,595,Master,86,73,419,356,54%
aNaT,596,Master,85,154,534,498,52%
Ãß¿ùÇØ,597,Master,85,76,262,218,55%
4¿ùÀÇ ¿äÁ¤,598,Master,84,110,257,216,54%
ÁÒ´Ï¿¡¿ä,599,Master,84,68,144,59,71%
KCIRT,600,Master,60,70,202,171,54%
Edwin V,601,Master,81,45,79,45,64%
µ¿»ÛÀÌ ºÎÇÏ0È£,602,Master,80,73,248,209,54%
CR7GOD,603,Master,80,39,69,40,63%
Leesrael,604,Master,80,39,69,40,63%
´ÙÅ©¿¥Æä·¯±èÇý¼º,605,Master,99,134,532,500,52%
dolcasa,606,Master,0,113,370,340,52%
¾îÈÞ¿¡ÈÞÀ¸ÈÞ,607,Master,79,56,172,118,59%
Allocebus,608,Master,109,46,139,75,65%
ÁõÈ­´Ï,609,Master,62,96,256,218,54%
ChenQAQ,610,Master,65,64,307,188,62%
ktmgs,611,Master,76,81,282,252,53%
Àü¹ÎÇõ,612,Master,99,86,233,185,56%
´«À» ¹Ï´Â ¼ø°£,613,Master,76,67,195,149,57%
¸Þ·Ð ³ó»ç Á¾¾÷ÀÚ,614,Master,76,70,137,99,58%
¾Æ¸§´Ù¿îµµ½ÃÇ×ÁÖ,615,Master,112,74,378,331,53%
»õºñÁö ºí·Î¿ì,616,Master,75,60,178,140,56%
ºüºü±Ö,617,Master,75,46,152,85,64%
WD4Y,618,Master,74,118,206,137,60%
¹Ç¶ó±â2,619,Master,74,63,64,38,63%
ÇÁ¶ó¿¤,620,Master,68,57,147,97,60%
A weak man,621,Master,72,103,356,319,53%
small lady,622,Master,71,72,275,241,53%
2015 09 31,623,Master,116,132,523,485,52%
swagMEISTER,624,Master,70,72,244,214,53%
DWG Punch,625,Master,70,90,216,184,54%
By myself,626,Master,69,173,751,721,51%
»ç¶û ¹Þ´Â ´ë¸Ó¸®,627,Master,69,81,318,284,53%
Ã³À½Àº´©±¸³ªÃÊº¸,628,Master,69,95,272,225,55%
wo neng ying ma,629,Master,87,59,240,173,58%
³Ê±¸¸®°¡±×¸°±â¸°,630,Master,68,131,655,626,51%
¼úÅë º¼¸µ,631,Master,68,128,517,480,52%
mei you ling hun,632,Master,67,147,704,701,50%
¼ÖÁ÷È÷ÀÌ±â°í½Í¾î,633,Master,74,54,216,150,59%
Ã¼ÆÃÀºµµ¿òÀÌ¾È´ï,634,Master,64,122,408,373,52%
Cw Johnny,635,Master,64,135,191,133,59%
chaoyuewuxian,636,Master,63,141,638,608,51%
Ich liebe dich,637,Master,62,136,190,130,59%
ÀÎ»ý Âü µ¡¾ø´Ù,638,Master,61,151,570,546,51%
J 1817 S ,639,Master,61,115,542,508,52%
ÆÛÇÃÆÀ ÆÇºùºù,640,Master,61,96,351,311,53%
Jin Tou,641,Master,60,122,534,497,52%
GALAAAA,642,Master,60,80,297,273,52%
³ª¶óÄ«ÀÏ,643,Master,59,106,471,441,52%
¿Ã¶ó°¡¾ß¸¸ÇÑ´Ù,644,Master,29,63,161,95,63%
KCIRT2,645,Master,55,111,454,428,51%
¹é»ö¸»Ã³·³,646,Master,57,174,736,700,51%
CharmingKiller M,647,Master,55,89,332,314,51%
Douyu FengcheGod,648,Master,55,63,297,218,58%
Like ChoGod,649,Master,24,64,265,215,55%
³» ¾Ö±æ µé¾îºÁ,650,Master,1,78,193,150,56%
Çý´Ù°¡Çý´Ù,651,Master,54,45,107,52,67%
yaj1111,652,Master,53,188,950,940,50%
¸ÞÆ÷½º³ë,653,Master,77,129,622,585,52%
¾Ç¸¶°Ë,654,Master,48,73,300,257,54%
Find Team SUP,655,Master,51,93,458,386,54%
My wife Ahri,656,Master,35,88,404,360,53%
